client_id,visit_id,treatment_group,num_backward_steps,total_steps,error_rate
56923,197856421_73853186273_355109,Test,1,7,0.14285714285714285
58001,338443358_65509529757_498407,Control,0,6,0.0
58001,468027853_85089595773_91031,Control,0,2,0.0
58194,573004422_98903826409_994200,Test,1,9,0.1111111111111111
58196,11336552_27599267247_610394,Control,0,2,0.0
58196,434719687_79082603594_599873,Control,0,6,0.0
58196,704125939_41736894635_80801,Control,0,4,0.0
58196,761630724_67204279683_168291,Control,0,4,0.0
58456,746763908_2522971987_50110,Control,1,10,0.1
58456,90751306_25087405649_38294,Control,0,2,0.0
58589,427483961_80964437545_597169,Control,0,4,0.0
58589,680239520_52067597831_970044,Control,1,8,0.125
58676,357712611_64009521863_877579,Control,0,5,0.0
58867,746825131_71132218048_826139,Test,0,5,0.0
58917,810899635_68884091887_154592,Control,1,8,0.125
58962,83271759_29479616072_114193,Test,0,7,0.0
59089,468022558_49891098407_826256,Control,0,6,0.0
59152,149051819_54345988042_988677,Test,0,5,0.0
59360,280647480_71759192564_656489,Test,0,5,0.0
59605,235378732_95535692530_149642,Control,0,2,0.0
59782,119411390_64352583480_163002,Control,1,7,0.14285714285714285
59802,136268203_95364253229_76559,Test,1,8,0.125
59860,13205605_14426073954_328700,Control,3,11,0.2727272727272727
60101,439746388_49694251242_856667,Test,0,5,0.0
60483,150083577_64987338638_925174,Test,0,5,0.0
60802,166411313_13269663941_849826,Test,0,2,0.0
60802,243524909_1939633336_798973,Test,2,7,0.2857142857142857
60958,557608308_24500903388_633629,Test,0,2,0.0
61007,543375501_44224693158_433945,Test,0,4,0.0
61487,886847712_68227934711_408815,Test,0,5,0.0
61650,254033690_35572106518_980287,Test,0,7,0.0
61961,908880139_65455070477_265947,Test,1,7,0.14285714285714285
62284,19445781_65472229744_760681,Test,0,6,0.0
62503,401959480_5470831097_36632,Control,0,4,0.0
62503,905035146_61227097398_642320,Control,0,2,0.0
62754,567423128_56090320325_768779,Test,0,5,0.0
62791,284026107_85198614399_542944,Test,0,5,0.0
62791,927105812_58095944341_500565,Test,0,2,0.0
62805,354409056_2855597172_286003,Test,0,5,0.0
62837,327442728_8911658620_326140,Control,0,2,0.0
63001,858198875_91038453073_155850,Control,0,3,0.0
63377,521175398_8295635658_449199,Control,0,5,0.0
63507,358688860_78936517040_61805,Test,0,5,0.0
63796,96935901_96299010757_626137,Test,2,9,0.2222222222222222
63879,211527363_97030449036_813934,Test,0,2,0.0
63879,21615919_42279427556_317425,Test,1,8,0.125
63955,403063026_74812069140_792590,Test,0,5,0.0
64020,972940259_57027907081_631453,Control,1,7,0.14285714285714285
64058,611639750_11981700400_191917,Test,0,5,0.0
64871,37893178_33593519288_704655,Control,0,7,0.0
64885,188264439_77743710533_412993,Test,0,2,0.0
64964,468542693_55453035486_334837,Control,0,2,0.0
64964,561810180_39732266291_791239,Control,0,5,0.0
65221,223851699_19711415778_824412,Test,0,5,0.0
65716,726740205_14162576461_36690,Control,2,9,0.2222222222222222
65845,988091871_96333064304_208164,Control,0,5,0.0
66160,625691365_94820521449_183214,Test,0,6,0.0
66169,314968019_91486294471_902489,Control,0,4,0.0
66169,906928885_73352156618_120818,Control,0,5,0.0
66539,457440372_81591405849_166871,Test,0,5,0.0
66543,468005835_23798283716_920376,Control,0,2,0.0
66930,372525391_51413201776_681488,Test,2,8,0.25
67390,929804902_70347234666_169199,Test,1,7,0.14285714285714285
67452,680939895_22837666376_53098,Test,0,5,0.0
67845,596697111_61815674409_333257,Test,0,2,0.0
67845,685504706_58227758389_557542,Test,0,2,0.0
67925,424449176_14511092812_205583,Test,0,9,0.0
68170,221894512_79769719196_453747,Control,0,2,0.0
68276,379543913_38164453173_768346,Test,0,5,0.0
68830,803480129_94640371688_514739,Control,0,5,0.0
68830,961107228_34719086659_361766,Control,0,2,0.0
68854,534538570_84041355580_735657,Control,0,5,0.0
68854,993356145_12703164190_358819,Control,0,2,0.0
68884,141092984_43361546790_892627,Test,0,4,0.0
68884,261366442_59985744672_704675,Test,1,8,0.125
68886,129315209_33749745424_205876,Test,0,5,0.0
68963,600852537_98969712679_569097,Control,3,12,0.25
69255,749978437_90205781818_231452,Control,0,2,0.0
69568,476011779_24524225800_343850,Test,0,4,0.0
69598,890709326_95577312834_960444,Control,0,5,0.0
70225,837204713_61360803202_672978,Control,0,6,0.0
70576,30996402_95845847993_412819,Test,1,7,0.14285714285714285
70576,50324469_59762492569_169369,Test,0,5,0.0
70576,779440790_40168617414_320784,Test,1,4,0.25
71159,565801210_44173152859_82609,Test,0,2,0.0
71296,135686535_86048174207_210653,Control,0,8,0.0
71296,934336554_58561471443_611213,Control,0,4,0.0
71626,831017060_96273461830_279796,Control,1,7,0.14285714285714285
72074,219352266_77466986638_397414,Test,0,5,0.0
72074,730783483_52983676794_722979,Test,3,7,0.42857142857142855
72221,580419394_8185941477_116966,Control,0,2,0.0
72221,956817711_71574796386_258957,Control,2,11,0.18181818181818182
72388,901971857_62926025527_217825,Test,0,4,0.0
72395,826457357_74182695145_880036,Test,1,7,0.14285714285714285
72915,201954403_15573044447_271176,Test,0,5,0.0
72916,621834962_9639031044_870571,Test,0,5,0.0
73331,901549056_38823704976_582117,Control,0,5,0.0
73335,93412372_8389589808_718793,Control,0,5,0.0
73453,647566769_48383249998_309365,Control,0,5,0.0
73615,92198522_86894862086_562216,Test,0,5,0.0
73648,979369248_24495903230_300296,Test,0,5,0.0
73910,707782085_90861986432_458297,Control,0,5,0.0
74169,613950742_91834105213_923520,Control,0,5,0.0
74169,828917167_60203142830_654773,Control,0,2,0.0
74564,822829739_28512305033_684662,Test,1,5,0.2
74844,623675995_58961827624_54065,Test,1,6,0.16666666666666666
74976,263786163_29851411293_612796,Test,1,8,0.125
75033,960639191_34094319662_697906,Test,0,5,0.0
75381,6990289_94652568363_568641,Control,0,2,0.0
75490,285083398_36039244424_414787,Test,0,5,0.0
75642,526041811_67459606555_5516,Control,0,5,0.0
76424,666259932_30158765419_291737,Control,0,5,0.0
76429,282887356_57349434515_432496,Test,0,2,0.0
76429,415799059_35759073093_57864,Test,1,7,0.14285714285714285
76481,284877972_32979870918_826793,Test,2,5,0.4
76481,690534154_80114106127_896650,Test,1,5,0.2
76481,883801380_12410896271_58910,Test,2,10,0.2
76635,407662718_20254969932_474252,Test,2,7,0.2857142857142857
76775,305839653_10284554895_424284,Test,0,2,0.0
76776,368612417_10760802665_713588,Control,0,4,0.0
76776,489847726_61096430876_289538,Control,1,7,0.14285714285714285
77071,196829956_78389432235_899482,Control,1,8,0.125
77276,648398501_14644602910_655229,Test,0,5,0.0
77513,572459338_90294712339_721223,Test,1,8,0.125
77933,491548410_34273379909_586656,Test,0,5,0.0
78728,250443296_82443015278_134841,Control,1,5,0.2
78779,485572479_49019577168_488348,Test,0,3,0.0
78779,758386474_39425063332_66106,Test,0,3,0.0
78779,822642911_64864381113_708165,Test,0,4,0.0
78917,470832660_58339568365_857108,Control,1,4,0.25
79127,68272716_12059687038_361968,Control,0,5,0.0
79127,870563885_54854010302_992352,Control,0,2,0.0
79127,901654834_87975610545_923142,Control,0,2,0.0
79229,561436211_18783696711_699,Control,1,4,0.25
79452,596949370_84842212017_806236,Test,0,6,0.0
79571,821804756_63711153384_710046,Control,0,5,0.0
79669,298501331_14855321311_568712,Test,1,7,0.14285714285714285
79679,671678169_35863832283_449142,Control,0,6,0.0
79819,363478814_7080330329_326682,Control,0,5,0.0
79897,151124369_84350186460_144007,Test,0,7,0.0
79897,616727174_37867999664_520285,Test,1,3,0.3333333333333333
80006,147528746_96707175968_366138,Test,0,5,0.0
80006,301146928_80549837702_898743,Test,0,4,0.0
80126,866612425_67352651041_73279,Test,0,6,0.0
80127,444297956_41562715974_81366,Control,0,2,0.0
80127,623208550_72991708623_429446,Control,0,2,0.0
80127,813304987_11122582975_606431,Control,0,5,0.0
80241,244362242_56894855014_681352,Control,0,2,0.0
80241,298772047_66491454995_483348,Control,0,2,0.0
80275,313926841_56043201217_379367,Test,1,8,0.125
80275,941149082_76860209013_959960,Test,1,7,0.14285714285714285
